#,Name,Species,Variant,Generation,Rarity,Type1,Type2,Total,HP,Attack,Defense,SpAtk,SpDef,Speed,image_url,Vgc2022Rules,MonthlyUsageMarch2022,UsagePercentMarch2022,MonthlyRankMarch2022
351,Castform Sunny Form,Castform,Sunny Form,3,Common,Fire,,420.0,70.0,70.0,70.0,70.0,70.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/castform-sunny.png,,,,
351,Castform Rainy Form,Castform,Rainy Form,3,Common,Water,,420.0,70.0,70.0,70.0,70.0,70.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/castform-rainy.png,,,,
351,Castform Snowy Form,Castform,Snowy Form,3,Common,Ice,,420.0,70.0,70.0,70.0,70.0,70.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/castform-snowy.png,,,,
352,Kecleon,Kecleon,,3,Common,Normal,,440.0,60.0,90.0,70.0,60.0,120.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/kecleon.png,,,,
353,Shuppet,Shuppet,,3,Common,Ghost,,295.0,44.0,75.0,35.0,63.0,33.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/shuppet.png,,,,
354,Mega Banette,Banette,Mega,6,Common,Ghost,,555.0,64.0,165.0,75.0,93.0,83.0,75.0,https://img.pokemondb.net/sprites/sword-shield/icon/banette-mega.png,Banned,,,
354,Banette,Banette,,3,Common,Ghost,,455.0,64.0,115.0,65.0,83.0,63.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/banette.png,,,,
355,Duskull,Duskull,,3,Common,Ghost,,295.0,20.0,40.0,90.0,30.0,90.0,25.0,https://img.pokemondb.net/sprites/sword-shield/icon/duskull.png,Permitted,,,
356,Dusclops,Dusclops,,3,Common,Ghost,,455.0,40.0,70.0,130.0,60.0,130.0,25.0,https://img.pokemondb.net/sprites/sword-shield/icon/dusclops.png,Permitted,88,4,32
357,Tropius,Tropius,,3,Common,Grass,Flying,460.0,99.0,68.0,83.0,72.0,87.0,51.0,https://img.pokemondb.net/sprites/sword-shield/icon/tropius.png,,,,
358,Chimecho,Chimecho,,3,Common,Psychic,,455.0,75.0,50.0,80.0,95.0,90.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/chimecho.png,,,,
359,Absol,Absol,,3,Common,Dark,,465.0,65.0,130.0,60.0,75.0,60.0,75.0,https://img.pokemondb.net/sprites/sword-shield/icon/absol.png,Permitted,,,
359,Mega Absol,Absol,Mega,6,Common,Dark,,565.0,65.0,150.0,60.0,115.0,60.0,115.0,https://img.pokemondb.net/sprites/sword-shield/icon/absol-mega.png,Banned,,,
360,Wynaut,Wynaut,,3,Baby,Psychic,,260.0,95.0,23.0,48.0,23.0,48.0,23.0,https://img.pokemondb.net/sprites/sword-shield/icon/wynaut.png,Permitted,,,
361,Snorunt,Snorunt,,3,Common,Ice,,300.0,50.0,50.0,50.0,50.0,50.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/snorunt.png,Permitted,,,
362,Mega Glalie,Glalie,Mega,6,Common,Ice,,580.0,80.0,120.0,80.0,120.0,80.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/glalie-mega.png,Banned,,,
362,Glalie,Glalie,,3,Common,Ice,,480.0,80.0,80.0,80.0,80.0,80.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/glalie.png,Permitted,,,
363,Spheal,Spheal,,3,Common,Ice,Water,290.0,70.0,40.0,50.0,55.0,50.0,25.0,https://img.pokemondb.net/sprites/sword-shield/icon/spheal.png,Permitted,,,
364,Sealeo,Sealeo,,3,Common,Ice,Water,410.0,90.0,60.0,70.0,75.0,70.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/sealeo.png,Permitted,,,
365,Walrein,Walrein,,3,Common,Ice,Water,530.0,110.0,80.0,90.0,95.0,90.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/walrein.png,Permitted,,,
366,Clamperl,Clamperl,,3,Common,Water,,345.0,35.0,64.0,85.0,74.0,55.0,32.0,https://img.pokemondb.net/sprites/sword-shield/icon/clamperl.png,,,,
367,Huntail,Huntail,,3,Common,Water,,485.0,55.0,104.0,105.0,94.0,75.0,52.0,https://img.pokemondb.net/sprites/sword-shield/icon/huntail.png,,,,
368,Gorebyss,Gorebyss,,3,Common,Water,,485.0,55.0,84.0,105.0,114.0,75.0,52.0,https://img.pokemondb.net/sprites/sword-shield/icon/gorebyss.png,,,,
369,Relicanth,Relicanth,,3,Common,Water,Rock,485.0,100.0,90.0,130.0,45.0,65.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/relicanth.png,Permitted,,,
370,Luvdisc,Luvdisc,,3,Common,Water,,330.0,43.0,30.0,55.0,40.0,65.0,97.0,https://img.pokemondb.net/sprites/sword-shield/icon/luvdisc.png,,,,
371,Bagon,Bagon,,3,Common,Dragon,,300.0,45.0,75.0,60.0,40.0,30.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/bagon.png,Permitted,,,
372,Shelgon,Shelgon,,3,Common,Dragon,,420.0,65.0,95.0,100.0,60.0,50.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/shelgon.png,Permitted,,,
373,Mega Salamence,Salamence,Mega,6,Common,Dragon,Flying,700.0,95.0,145.0,130.0,120.0,90.0,120.0,https://img.pokemondb.net/sprites/sword-shield/icon/salamence-mega.png,Banned,,,
373,Salamence,Salamence,,3,Common,Dragon,Flying,600.0,95.0,135.0,80.0,110.0,80.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/salamence.png,Permitted,8,0,106
374,Beldum,Beldum,,3,Common,Steel,Psychic,300.0,40.0,55.0,80.0,35.0,60.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/beldum.png,Permitted,,,
375,Metang,Metang,,3,Common,Steel,Psychic,420.0,60.0,75.0,100.0,55.0,80.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/metang.png,Permitted,,,
376,Mega Metagross,Metagross,Mega,6,Common,Steel,Psychic,700.0,80.0,145.0,150.0,105.0,110.0,110.0,https://img.pokemondb.net/sprites/sword-shield/icon/metagross-mega.png,Banned,,,
376,Metagross,Metagross,,3,Common,Steel,Psychic,600.0,80.0,135.0,130.0,95.0,90.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/metagross.png,Permitted,27,1,68
377,Regirock,Regirock,,3,Legendary,Rock,,580.0,80.0,100.0,200.0,50.0,100.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/regirock.png,Permitted,,,
378,Regice,Regice,,3,Legendary,Ice,,580.0,80.0,50.0,100.0,100.0,200.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/regice.png,Permitted,,,
379,Registeel,Registeel,,3,Legendary,Steel,,580.0,80.0,75.0,150.0,75.0,150.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/registeel.png,Permitted,3,0,183
380,Mega Latias,Latias,Mega,6,Legendary,Dragon,Psychic,700.0,80.0,100.0,120.0,140.0,150.0,110.0,https://img.pokemondb.net/sprites/sword-shield/icon/latias-mega.png,Banned,,,
380,Latias,Latias,,3,Legendary,Dragon,Psychic,600.0,80.0,80.0,90.0,110.0,130.0,110.0,https://img.pokemondb.net/sprites/sword-shield/icon/latias.png,Permitted,6,0,165
381,Latios,Latios,,3,Legendary,Dragon,Psychic,600.0,80.0,90.0,80.0,130.0,110.0,110.0,https://img.pokemondb.net/sprites/sword-shield/icon/latios.png,Permitted,,,
381,Mega Latios,Latios,Mega,6,Legendary,Dragon,Psychic,700.0,80.0,130.0,100.0,160.0,120.0,110.0,https://img.pokemondb.net/sprites/sword-shield/icon/latios-mega.png,Banned,,,
382,Primal Kyogre,Kyogre,Primal,6,Legendary,Water,,770.0,100.0,150.0,90.0,180.0,160.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre-primal.png,,,,
382,Kyogre,Kyogre,,3,Legendary,Water,,670.0,100.0,100.0,90.0,150.0,140.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre.png,Restricted (players can include two Restricted Pokémon in their team),744,35,3
383,Primal Groudon,Groudon,Primal,6,Legendary,Ground,Fire,770.0,100.0,180.0,160.0,150.0,90.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/groudon-primal.png,,,,
383,Groudon,Groudon,,3,Legendary,Ground,,670.0,100.0,150.0,140.0,100.0,90.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/groudon.png,Restricted (players can include two Restricted Pokémon in their team),501,23,7
384,Mega Rayquaza,Rayquaza,Mega,6,Legendary,Dragon,Flying,780.0,105.0,180.0,100.0,180.0,100.0,115.0,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza-mega.png,Banned,,,
384,Rayquaza,Rayquaza,,3,Legendary,Dragon,Flying,680.0,105.0,150.0,90.0,150.0,90.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza.png,Restricted (players can include two Restricted Pokémon in their team),44,1,60
385,Jirachi,Jirachi,,3,Mythical,Steel,Psychic,600.0,100.0,100.0,100.0,100.0,100.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/jirachi.png,Banned,,,
386,Deoxys Defense Forme,Deoxys,Defense Forme,3,Mythical,Psychic,,600.0,50.0,70.0,160.0,70.0,160.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-defense.png,,,,
386,Deoxys Attack Forme,Deoxys,Attack Forme,3,Mythical,Psychic,,600.0,50.0,180.0,20.0,180.0,20.0,150.0,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-attack.png,,,,
386,Deoxys Normal Forme,Deoxys,Normal Forme,3,Mythical,Psychic,,600.0,50.0,150.0,50.0,150.0,50.0,150.0,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-normal.png,,,,
386,Deoxys Speed Forme,Deoxys,Speed Forme,3,Mythical,Psychic,,600.0,50.0,95.0,90.0,95.0,90.0,180.0,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-speed.png,,,,
387,Turtwig,Turtwig,,4,Common,Grass,,318.0,55.0,68.0,64.0,45.0,55.0,31.0,https://img.pokemondb.net/sprites/sword-shield/icon/turtwig.png,,,,
388,Grotle,Grotle,,4,Common,Grass,,405.0,75.0,89.0,85.0,55.0,65.0,36.0,https://img.pokemondb.net/sprites/sword-shield/icon/grotle.png,,,,
389,Torterra,Torterra,,4,Common,Grass,Ground,525.0,95.0,109.0,105.0,75.0,85.0,56.0,https://img.pokemondb.net/sprites/sword-shield/icon/torterra.png,,,,
390,Chimchar,Chimchar,,4,Common,Fire,,309.0,44.0,58.0,44.0,58.0,44.0,61.0,https://img.pokemondb.net/sprites/sword-shield/icon/chimchar.png,,,,
391,Monferno,Monferno,,4,Common,Fire,Fighting,405.0,64.0,78.0,52.0,78.0,52.0,81.0,https://img.pokemondb.net/sprites/sword-shield/icon/monferno.png,,,,
392,Infernape,Infernape,,4,Common,Fire,Fighting,534.0,76.0,104.0,71.0,104.0,71.0,108.0,https://img.pokemondb.net/sprites/sword-shield/icon/infernape.png,,,,
393,Piplup,Piplup,,4,Common,Water,,314.0,53.0,51.0,53.0,61.0,56.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/piplup.png,,,,
394,Prinplup,Prinplup,,4,Common,Water,,405.0,64.0,66.0,68.0,81.0,76.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/prinplup.png,,,,
395,Empoleon,Empoleon,,4,Common,Water,Steel,530.0,84.0,86.0,88.0,111.0,101.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/empoleon.png,,,,
396,Starly,Starly,,4,Common,Normal,Flying,245.0,40.0,55.0,30.0,30.0,30.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/starly.png,,,,
397,Staravia,Staravia,,4,Common,Normal,Flying,340.0,55.0,75.0,50.0,40.0,40.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/staravia.png,,,,
398,Staraptor,Staraptor,,4,Common,Normal,Flying,485.0,85.0,120.0,70.0,50.0,60.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/staraptor.png,,,,
399,Bidoof,Bidoof,,4,Common,Normal,,250.0,59.0,45.0,40.0,35.0,40.0,31.0,https://img.pokemondb.net/sprites/sword-shield/icon/bidoof.png,,,,
400,Bibarel,Bibarel,,4,Common,Normal,Water,410.0,79.0,85.0,60.0,55.0,60.0,71.0,https://img.pokemondb.net/sprites/sword-shield/icon/bibarel.png,,,,
401,Kricketot,Kricketot,,4,Common,Bug,,194.0,37.0,25.0,41.0,25.0,41.0,25.0,https://img.pokemondb.net/sprites/sword-shield/icon/kricketot.png,,,,
402,Kricketune,Kricketune,,4,Common,Bug,,384.0,77.0,85.0,51.0,55.0,51.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/kricketune.png,,,,
403,Shinx,Shinx,,4,Common,Electric,,263.0,45.0,65.0,34.0,40.0,34.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/shinx.png,Permitted,,,
404,Luxio,Luxio,,4,Common,Electric,,363.0,60.0,85.0,49.0,60.0,49.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/luxio.png,Permitted,,,
405,Luxray,Luxray,,4,Common,Electric,,523.0,80.0,120.0,79.0,95.0,79.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/luxray.png,Permitted,2,0,211
406,Budew,Budew,,4,Baby,Grass,Poison,280.0,40.0,30.0,35.0,50.0,70.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/budew.png,Permitted,,,
407,Roserade,Roserade,,4,Common,Grass,Poison,515.0,60.0,70.0,65.0,125.0,105.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/roserade.png,Permitted,-,-,-
408,Cranidos,Cranidos,,4,Common,Rock,,350.0,67.0,125.0,40.0,30.0,30.0,58.0,https://img.pokemondb.net/sprites/sword-shield/icon/cranidos.png,,,,
409,Rampardos,Rampardos,,4,Common,Rock,,495.0,97.0,165.0,60.0,65.0,50.0,58.0,https://img.pokemondb.net/sprites/sword-shield/icon/rampardos.png,,,,
410,Shieldon,Shieldon,,4,Common,Rock,Steel,350.0,30.0,42.0,118.0,42.0,88.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/shieldon.png,,,,
411,Bastiodon,Bastiodon,,4,Common,Rock,Steel,495.0,60.0,52.0,168.0,47.0,138.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/bastiodon.png,,,,
412,Burmy Plant Cloak,Burmy,Plant Cloak,4,Common,Bug,,224.0,40.0,29.0,45.0,29.0,45.0,36.0,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-plant.png,,,,
412,Burmy Sandy Cloak,Burmy,Sandy Cloak,4,Common,Bug,,224.0,40.0,29.0,45.0,29.0,45.0,36.0,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-sandy.png,,,,
412,Burmy Trash Cloak,Burmy,Trash Cloak,4,Common,Bug,,224.0,40.0,29.0,45.0,29.0,45.0,36.0,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-trash.png,,,,
413,Wormadam Plant Cloak,Wormadam,Plant Cloak,4,Common,Bug,Grass,424.0,60.0,59.0,85.0,79.0,105.0,36.0,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-plant.png,,,,
413,Wormadam Sandy Cloak,Wormadam,Sandy Cloak,4,Common,Bug,Ground,424.0,60.0,79.0,105.0,59.0,85.0,36.0,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-sandy.png,,,,
413,Wormadam Trash Cloak,Wormadam,Trash Cloak,4,Common,Bug,Steel,424.0,60.0,69.0,95.0,69.0,95.0,36.0,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-trash.png,,,,
414,Mothim,Mothim,,4,Common,Bug,Flying,424.0,70.0,94.0,50.0,94.0,50.0,66.0,https://img.pokemondb.net/sprites/sword-shield/icon/mothim.png,,,,
415,Combee,Combee,,4,Common,Bug,Flying,244.0,30.0,30.0,42.0,30.0,42.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/combee.png,Permitted,,,
416,Vespiquen,Vespiquen,,4,Common,Bug,Flying,474.0,70.0,80.0,102.0,80.0,102.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/vespiquen.png,Permitted,,,
417,Pachirisu,Pachirisu,,4,Common,Electric,,405.0,60.0,45.0,70.0,45.0,90.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/pachirisu.png,,,,
418,Buizel,Buizel,,4,Common,Water,,330.0,55.0,65.0,35.0,60.0,30.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/buizel.png,,,,
419,Floatzel,Floatzel,,4,Common,Water,,495.0,85.0,105.0,55.0,85.0,50.0,115.0,https://img.pokemondb.net/sprites/sword-shield/icon/floatzel.png,,,,
420,Cherubi,Cherubi,,4,Common,Grass,,275.0,45.0,35.0,45.0,62.0,53.0,35.0,https://img.pokemondb.net/sprites/sword-shield/icon/cherubi.png,Permitted,,,
421,Cherrim,Cherrim,,4,Common,Grass,,450.0,70.0,60.0,70.0,87.0,78.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/cherrim.png,Permitted,8,0,155
422,Shellos,Shellos,,4,Common,Water,,325.0,76.0,48.0,48.0,57.0,62.0,34.0,https://img.pokemondb.net/sprites/sword-shield/icon/shellos.png,Permitted,,,
423,Gastrodon,Gastrodon,,4,Common,Water,Ground,475.0,111.0,83.0,68.0,92.0,82.0,39.0,https://img.pokemondb.net/sprites/sword-shield/icon/gastrodon.png,Permitted,396,20,11
424,Ambipom,Ambipom,,4,Common,Normal,,482.0,75.0,100.0,66.0,60.0,66.0,115.0,https://img.pokemondb.net/sprites/sword-shield/icon/ambipom.png,,,,
425,Drifloon,Drifloon,,4,Common,Ghost,Flying,348.0,90.0,50.0,34.0,60.0,44.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/drifloon.png,Permitted,,,
426,Drifblim,Drifblim,,4,Common,Ghost,Flying,498.0,150.0,80.0,44.0,90.0,54.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/drifblim.png,Permitted,3,0,139
427,Buneary,Buneary,,4,Common,Normal,,350.0,55.0,66.0,44.0,44.0,56.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/buneary.png,Permitted,,,
428,Mega Lopunny,Lopunny,Mega,6,Common,Normal,Fighting,580.0,65.0,136.0,94.0,54.0,96.0,135.0,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny-mega.png,Banned,,,
428,Lopunny,Lopunny,,4,Common,Normal,,480.0,65.0,76.0,84.0,54.0,96.0,105.0,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny.png,Permitted,-,-,-
429,Mismagius,Mismagius,,4,Common,Ghost,,495.0,60.0,60.0,60.0,105.0,105.0,105.0,https://img.pokemondb.net/sprites/sword-shield/icon/mismagius.png,,,,
430,Honchkrow,Honchkrow,,4,Common,Dark,Flying,505.0,100.0,125.0,52.0,105.0,52.0,71.0,https://img.pokemondb.net/sprites/sword-shield/icon/honchkrow.png,,,,
431,Glameow,Glameow,,4,Common,Normal,,310.0,49.0,55.0,42.0,42.0,37.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/glameow.png,,,,
432,Purugly,Purugly,,4,Common,Normal,,452.0,71.0,82.0,64.0,64.0,59.0,112.0,https://img.pokemondb.net/sprites/sword-shield/icon/purugly.png,,,,
433,Chingling,Chingling,,4,Baby,Psychic,,285.0,45.0,30.0,50.0,65.0,50.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/chingling.png,,,,
434,Stunky,Stunky,,4,Common,Poison,Dark,329.0,63.0,63.0,47.0,41.0,41.0,74.0,https://img.pokemondb.net/sprites/sword-shield/icon/stunky.png,Permitted,,,
435,Skuntank,Skuntank,,4,Common,Poison,Dark,479.0,103.0,93.0,67.0,71.0,61.0,84.0,https://img.pokemondb.net/sprites/sword-shield/icon/skuntank.png,Permitted,,,
436,Bronzor,Bronzor,,4,Common,Steel,Psychic,300.0,57.0,24.0,86.0,24.0,86.0,23.0,https://img.pokemondb.net/sprites/sword-shield/icon/bronzor.png,Permitted,,,
437,Bronzong,Bronzong,,4,Common,Steel,Psychic,500.0,67.0,89.0,116.0,79.0,116.0,33.0,https://img.pokemondb.net/sprites/sword-shield/icon/bronzong.png,Permitted,27,1,52
438,Bonsly,Bonsly,,4,Baby,Rock,,290.0,50.0,80.0,95.0,10.0,45.0,10.0,https://img.pokemondb.net/sprites/sword-shield/icon/bonsly.png,Permitted,,,
439,Mime Jr.,Mime,Jr.,4,Baby,Psychic,Fairy,310.0,20.0,25.0,45.0,70.0,90.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/mime-jr.png,Permitted,-,-,-
440,Happiny,Happiny,,4,Baby,Normal,,220.0,100.0,5.0,5.0,15.0,65.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/happiny.png,Permitted,,,
441,Chatot,Chatot,,4,Common,Normal,Flying,411.0,76.0,65.0,45.0,92.0,42.0,91.0,https://img.pokemondb.net/sprites/sword-shield/icon/chatot.png,,,,
442,Spiritomb,Spiritomb,,4,Common,Ghost,Dark,485.0,50.0,92.0,108.0,92.0,108.0,35.0,https://img.pokemondb.net/sprites/sword-shield/icon/spiritomb.png,Permitted,,,
443,Gible,Gible,,4,Common,Dragon,Ground,300.0,58.0,70.0,45.0,40.0,45.0,42.0,https://img.pokemondb.net/sprites/sword-shield/icon/gible.png,Permitted,,,
444,Gabite,Gabite,,4,Common,Dragon,Ground,410.0,68.0,90.0,65.0,50.0,55.0,82.0,https://img.pokemondb.net/sprites/sword-shield/icon/gabite.png,Permitted,,,
445,Garchomp,Garchomp,,4,Common,Dragon,Ground,600.0,108.0,130.0,95.0,80.0,85.0,102.0,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp.png,Permitted,15,0,133
445,Mega Garchomp,Garchomp,Mega,6,Common,Dragon,Ground,700.0,108.0,170.0,115.0,120.0,95.0,92.0,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp-mega.png,Banned,,,
446,Munchlax,Munchlax,,4,Baby,Normal,,390.0,135.0,85.0,40.0,40.0,85.0,5.0,https://img.pokemondb.net/sprites/sword-shield/icon/munchlax.png,Permitted,,,
447,Riolu,Riolu,,4,Baby,Fighting,,285.0,40.0,70.0,40.0,35.0,40.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/riolu.png,Permitted,13,0,162
448,Mega Lucario,Lucario,Mega,6,Common,Fighting,Steel,625.0,70.0,145.0,88.0,140.0,70.0,112.0,https://img.pokemondb.net/sprites/sword-shield/icon/lucario-mega.png,Banned,,,
448,Lucario,Lucario,,4,Common,Fighting,Steel,525.0,70.0,110.0,70.0,115.0,70.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/lucario.png,Permitted,9,0,153
449,Hippopotas,Hippopotas,,4,Common,Ground,,330.0,68.0,72.0,78.0,38.0,42.0,32.0,https://img.pokemondb.net/sprites/sword-shield/icon/hippopotas.png,Permitted,,,
450,Hippowdon,Hippowdon,,4,Common,Ground,,525.0,108.0,112.0,118.0,68.0,72.0,47.0,https://img.pokemondb.net/sprites/sword-shield/icon/hippowdon.png,Permitted,-,-,-
451,Skorupi,Skorupi,,4,Common,Poison,Bug,330.0,40.0,50.0,90.0,30.0,55.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/skorupi.png,Permitted,,,
452,Drapion,Drapion,,4,Common,Poison,Dark,500.0,70.0,90.0,110.0,60.0,75.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/drapion.png,Permitted,-,-,-
453,Croagunk,Croagunk,,4,Common,Poison,Fighting,300.0,48.0,61.0,40.0,61.0,40.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/croagunk.png,Permitted,,,
454,Toxicroak,Toxicroak,,4,Common,Poison,Fighting,490.0,83.0,106.0,65.0,86.0,65.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/toxicroak.png,Permitted,2,0,144
455,Carnivine,Carnivine,,4,Common,Grass,,454.0,74.0,100.0,72.0,90.0,72.0,46.0,https://img.pokemondb.net/sprites/sword-shield/icon/carnivine.png,,,,
456,Finneon,Finneon,,4,Common,Water,,330.0,49.0,49.0,56.0,49.0,61.0,66.0,https://img.pokemondb.net/sprites/sword-shield/icon/finneon.png,,,,
457,Lumineon,Lumineon,,4,Common,Water,,460.0,69.0,69.0,76.0,69.0,86.0,91.0,https://img.pokemondb.net/sprites/sword-shield/icon/lumineon.png,,,,
458,Mantyke,Mantyke,,4,Baby,Water,Flying,345.0,45.0,20.0,50.0,60.0,120.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/mantyke.png,Permitted,,,
459,Snover,Snover,,4,Common,Grass,Ice,334.0,60.0,62.0,50.0,62.0,60.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/snover.png,Permitted,,,
460,Abomasnow,Abomasnow,,4,Common,Grass,Ice,494.0,90.0,92.0,75.0,92.0,85.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow.png,Permitted,5,0,188
460,Mega Abomasnow,Abomasnow,Mega,6,Common,Grass,Ice,594.0,90.0,132.0,105.0,132.0,105.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow-mega.png,Banned,,,
461,Weavile,Weavile,,4,Common,Dark,Ice,510.0,70.0,120.0,65.0,45.0,85.0,125.0,https://img.pokemondb.net/sprites/sword-shield/icon/weavile.png,Permitted,14,0,84
462,Magnezone,Magnezone,,4,Common,Electric,Steel,535.0,70.0,70.0,115.0,130.0,90.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/magnezone.png,Permitted,-,-,-
463,Lickilicky,Lickilicky,,4,Common,Normal,,515.0,110.0,85.0,95.0,80.0,95.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/lickilicky.png,Permitted,-,-,-
464,Rhyperior,Rhyperior,,4,Common,Ground,Rock,535.0,115.0,140.0,130.0,55.0,55.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/rhyperior.png,Permitted,9,0,184
465,Tangrowth,Tangrowth,,4,Common,Grass,,535.0,100.0,100.0,125.0,110.0,50.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/tangrowth.png,Permitted,-,-,-
466,Electivire,Electivire,,4,Common,Electric,,540.0,75.0,123.0,67.0,95.0,85.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/electivire.png,Permitted,3,0,186
467,Magmortar,Magmortar,,4,Common,Fire,,540.0,75.0,95.0,67.0,125.0,95.0,83.0,https://img.pokemondb.net/sprites/sword-shield/icon/magmortar.png,Permitted,,,
468,Togekiss,Togekiss,,4,Common,Fairy,Flying,545.0,85.0,50.0,95.0,120.0,115.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/togekiss.png,Permitted,39,1,53
469,Yanmega,Yanmega,,4,Common,Bug,Flying,515.0,86.0,76.0,86.0,116.0,56.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/yanmega.png,,,,
470,Leafeon,Leafeon,,4,Common,Grass,,525.0,65.0,110.0,130.0,60.0,65.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/leafeon.png,Permitted,5,0,187
471,Glaceon,Glaceon,,4,Common,Ice,,525.0,65.0,60.0,110.0,130.0,95.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/glaceon.png,Permitted,1,0,215
472,Gliscor,Gliscor,,4,Common,Ground,Flying,510.0,75.0,95.0,125.0,45.0,75.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/gliscor.png,,,,
