,NationalPokedexNumber,Name,Generation,Rarity,Type1,Type2,Total,HP,Attack,Defense,SpAtk,SpDef,Speed,Variant,image_url
594,487,Giratina,4,Legendary,Ghost,Dragon,680,150,120,100,120,100,90,Origin Forme,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-origin.png
595,488,Cresselia,4,Legendary,Psychic,,600,120,70,120,75,130,85,,https://img.pokemondb.net/sprites/sword-shield/icon/cresselia.png
596,489,Phione,4,Mythical,Water,,480,80,80,80,80,80,80,,https://img.pokemondb.net/sprites/sword-shield/icon/phione.png
597,490,Manaphy,4,Mythical,Water,,600,100,100,100,100,100,100,,https://img.pokemondb.net/sprites/sword-shield/icon/manaphy.png
598,491,Darkrai,4,Mythical,Dark,,600,70,90,90,135,90,125,,https://img.pokemondb.net/sprites/sword-shield/icon/darkrai.png
599,492,Shaymin,4,Mythical,Grass,,600,100,100,100,100,100,100,Land Forme,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-land.png
600,492,Shaymin,4,Mythical,Grass,Flying,600,100,103,75,120,75,127,Sky Forme,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-sky.png
601,493,Arceus,4,Mythical,Normal,,720,120,120,120,120,120,120,,https://img.pokemondb.net/sprites/sword-shield/icon/arceus.png
602,494,Victini,5,Mythical,Psychic,Fire,600,100,100,100,100,100,100,,https://img.pokemondb.net/sprites/sword-shield/icon/victini.png
603,495,Snivy,5,Common,Grass,,308,45,45,55,45,55,63,,https://img.pokemondb.net/sprites/sword-shield/icon/snivy.png
604,496,Servine,5,Common,Grass,,413,60,60,75,60,75,83,,https://img.pokemondb.net/sprites/sword-shield/icon/servine.png
605,497,Serperior,5,Common,Grass,,528,75,75,95,75,95,113,,https://img.pokemondb.net/sprites/sword-shield/icon/serperior.png
606,498,Tepig,5,Common,Fire,,308,65,63,45,45,45,45,,https://img.pokemondb.net/sprites/sword-shield/icon/tepig.png
607,499,Pignite,5,Common,Fire,Fighting,418,90,93,55,70,55,55,,https://img.pokemondb.net/sprites/sword-shield/icon/pignite.png
608,500,Emboar,5,Common,Fire,Fighting,528,110,123,65,100,65,65,,https://img.pokemondb.net/sprites/sword-shield/icon/emboar.png
609,501,Oshawott,5,Common,Water,,308,55,55,45,63,45,45,,https://img.pokemondb.net/sprites/sword-shield/icon/oshawott.png
610,502,Dewott,5,Common,Water,,413,75,75,60,83,60,60,,https://img.pokemondb.net/sprites/sword-shield/icon/dewott.png
611,503,Samurott,5,Common,Water,,528,95,100,85,108,70,70,,https://img.pokemondb.net/sprites/sword-shield/icon/samurott.png
612,503,Samurott,5,Common,Water,Dark,528,90,108,80,100,65,85,Hisuian Samurott,https://img.pokemondb.net/s.png
613,504,Patrat,5,Common,Normal,,255,45,55,39,35,39,42,,https://img.pokemondb.net/sprites/sword-shield/icon/patrat.png
614,505,Watchog,5,Common,Normal,,420,60,85,69,60,69,77,,https://img.pokemondb.net/sprites/sword-shield/icon/watchog.png
615,506,Lillipup,5,Common,Normal,,275,45,60,45,25,45,55,,https://img.pokemondb.net/sprites/sword-shield/icon/lillipup.png
616,507,Herdier,5,Common,Normal,,370,65,80,65,35,65,60,,https://img.pokemondb.net/sprites/sword-shield/icon/herdier.png
617,508,Stoutland,5,Common,Normal,,500,85,110,90,45,90,80,,https://img.pokemondb.net/sprites/sword-shield/icon/stoutland.png
618,509,Purrloin,5,Common,Dark,,281,41,50,37,50,37,66,,https://img.pokemondb.net/sprites/sword-shield/icon/purrloin.png
619,510,Liepard,5,Common,Dark,,446,64,88,50,88,50,106,,https://img.pokemondb.net/sprites/sword-shield/icon/liepard.png
620,511,Pansage,5,Common,Grass,,316,50,53,48,53,48,64,,https://img.pokemondb.net/sprites/sword-shield/icon/pansage.png
621,512,Simisage,5,Common,Grass,,498,75,98,63,98,63,101,,https://img.pokemondb.net/sprites/sword-shield/icon/simisage.png
622,513,Pansear,5,Common,Fire,,316,50,53,48,53,48,64,,https://img.pokemondb.net/sprites/sword-shield/icon/pansear.png
623,514,Simisear,5,Common,Fire,,498,75,98,63,98,63,101,,https://img.pokemondb.net/sprites/sword-shield/icon/simisear.png
624,515,Panpour,5,Common,Water,,316,50,53,48,53,48,64,,https://img.pokemondb.net/sprites/sword-shield/icon/panpour.png
625,516,Simipour,5,Common,Water,,498,75,98,63,98,63,101,,https://img.pokemondb.net/sprites/sword-shield/icon/simipour.png
626,517,Munna,5,Common,Psychic,,292,76,25,45,67,55,24,,https://img.pokemondb.net/sprites/sword-shield/icon/munna.png
627,518,Musharna,5,Common,Psychic,,487,116,55,85,107,95,29,,https://img.pokemondb.net/sprites/sword-shield/icon/musharna.png
628,519,Pidove,5,Common,Normal,Flying,264,50,55,50,36,30,43,,https://img.pokemondb.net/sprites/sword-shield/icon/pidove.png
629,520,Tranquill,5,Common,Normal,Flying,358,62,77,62,50,42,65,,https://img.pokemondb.net/sprites/sword-shield/icon/tranquill.png
630,521,Unfezant,5,Common,Normal,Flying,488,80,115,80,65,55,93,,https://img.pokemondb.net/sprites/sword-shield/icon/unfezant.png
631,522,Blitzle,5,Common,Electric,,295,45,60,32,50,32,76,,https://img.pokemondb.net/sprites/sword-shield/icon/blitzle.png
632,523,Zebstrika,5,Common,Electric,,497,75,100,63,80,63,116,,https://img.pokemondb.net/sprites/sword-shield/icon/zebstrika.png
633,524,Roggenrola,5,Common,Rock,,280,55,75,85,25,25,15,,https://img.pokemondb.net/sprites/sword-shield/icon/roggenrola.png
634,525,Boldore,5,Common,Rock,,390,70,105,105,50,40,20,,https://img.pokemondb.net/sprites/sword-shield/icon/boldore.png
635,526,Gigalith,5,Common,Rock,,515,85,135,130,60,80,25,,https://img.pokemondb.net/sprites/sword-shield/icon/gigalith.png
636,527,Woobat,5,Common,Psychic,Flying,323,65,45,43,55,43,72,,https://img.pokemondb.net/sprites/sword-shield/icon/woobat.png
637,528,Swoobat,5,Common,Psychic,Flying,425,67,57,55,77,55,114,,https://img.pokemondb.net/sprites/sword-shield/icon/swoobat.png
638,529,Drilbur,5,Common,Ground,,328,60,85,40,30,45,68,,https://img.pokemondb.net/sprites/sword-shield/icon/drilbur.png
639,530,Excadrill,5,Common,Ground,Steel,508,110,135,60,50,65,88,,https://img.pokemondb.net/sprites/sword-shield/icon/excadrill.png
640,531,Audino,5,Common,Normal,,445,103,60,86,60,86,50,,https://img.pokemondb.net/sprites/sword-shield/icon/audino.png
641,531,Audino,5,Common,Normal,Fairy,545,103,60,126,80,126,50,Mega Audino,https://img.pokemondb.net/sprites/sword-shield/icon/audino-mega.png
642,532,Timburr,5,Common,Fighting,,305,75,80,55,25,35,35,,https://img.pokemondb.net/sprites/sword-shield/icon/timburr.png
643,533,Gurdurr,5,Common,Fighting,,405,85,105,85,40,50,40,,https://img.pokemondb.net/sprites/sword-shield/icon/gurdurr.png
644,534,Conkeldurr,5,Common,Fighting,,505,105,140,95,55,65,45,,https://img.pokemondb.net/sprites/sword-shield/icon/conkeldurr.png
645,535,Tympole,5,Common,Water,,294,50,50,40,50,40,64,,https://img.pokemondb.net/sprites/sword-shield/icon/tympole.png
646,536,Palpitoad,5,Common,Water,Ground,384,75,65,55,65,55,69,,https://img.pokemondb.net/sprites/sword-shield/icon/palpitoad.png
647,537,Seismitoad,5,Common,Water,Ground,509,105,95,75,85,75,74,,https://img.pokemondb.net/sprites/sword-shield/icon/seismitoad.png
648,538,Throh,5,Common,Fighting,,465,120,100,85,30,85,45,,https://img.pokemondb.net/sprites/sword-shield/icon/throh.png
649,539,Sawk,5,Common,Fighting,,465,75,125,75,30,75,85,,https://img.pokemondb.net/sprites/sword-shield/icon/sawk.png
650,540,Sewaddle,5,Common,Bug,Grass,310,45,53,70,40,60,42,,https://img.pokemondb.net/sprites/sword-shield/icon/sewaddle.png
651,541,Swadloon,5,Common,Bug,Grass,380,55,63,90,50,80,42,,https://img.pokemondb.net/sprites/sword-shield/icon/swadloon.png
652,542,Leavanny,5,Common,Bug,Grass,500,75,103,80,70,80,92,,https://img.pokemondb.net/sprites/sword-shield/icon/leavanny.png
653,543,Venipede,5,Common,Bug,Poison,260,30,45,59,30,39,57,,https://img.pokemondb.net/sprites/sword-shield/icon/venipede.png
654,544,Whirlipede,5,Common,Bug,Poison,360,40,55,99,40,79,47,,https://img.pokemondb.net/sprites/sword-shield/icon/whirlipede.png
655,545,Scolipede,5,Common,Bug,Poison,485,60,100,89,55,69,112,,https://img.pokemondb.net/sprites/sword-shield/icon/scolipede.png
656,546,Cottonee,5,Common,Grass,Fairy,280,40,27,60,37,50,66,,https://img.pokemondb.net/sprites/sword-shield/icon/cottonee.png
657,547,Whimsicott,5,Common,Grass,Fairy,480,60,67,85,77,75,116,,https://img.pokemondb.net/sprites/sword-shield/icon/whimsicott.png
658,548,Petilil,5,Common,Grass,,280,45,35,50,70,50,30,,https://img.pokemondb.net/sprites/sword-shield/icon/petilil.png
659,549,Lilligant,5,Common,Grass,,480,70,60,75,110,75,90,,https://img.pokemondb.net/sprites/sword-shield/icon/lilligant.png
660,549,Lilligant,5,Common,Grass,Fighting,480,70,105,75,50,75,105,Hisuian Lilligant,https://img.pokemondb.net/s.png
661,550,Basculin,5,Common,Water,,460,70,92,65,80,55,98,Red-Striped Form,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-red-striped.png
662,550,Basculin,5,Common,Water,,460,70,92,65,80,55,98,Blue-Striped Form,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-blue-striped.png
663,550,Basculin,5,Common,Water,,460,70,92,65,80,55,98,White-Striped Form,https://img.pokemondb.net/s.png
664,551,Sandile,5,Common,Ground,Dark,292,50,72,35,35,35,65,,https://img.pokemondb.net/sprites/sword-shield/icon/sandile.png
665,552,Krokorok,5,Common,Ground,Dark,351,60,82,45,45,45,74,,https://img.pokemondb.net/sprites/sword-shield/icon/krokorok.png
666,553,Krookodile,5,Common,Ground,Dark,519,95,117,80,65,70,92,,https://img.pokemondb.net/sprites/sword-shield/icon/krookodile.png
667,554,Darumaka,5,Common,Fire,,315,70,90,45,15,45,50,,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka.png
668,554,Darumaka,5,Common,Ice,,315,70,90,45,15,45,50,Galarian Darumaka,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka-galarian.png
669,555,Darmanitan,5,Common,Fire,,480,105,140,55,30,55,95,Standard Mode,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-standard.png
670,555,Darmanitan,5,Common,Fire,Psychic,540,105,30,105,140,105,55,Zen Mode,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-zen.png
671,555,Darmanitan,5,Common,Ice,,480,105,140,55,30,55,95,Galarian Standard Mode,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-standard.png
672,555,Darmanitan,5,Common,Ice,Fire,540,105,160,55,30,55,135,Galarian Zen Mode,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-zen.png
673,556,Maractus,5,Common,Grass,,461,75,86,67,106,67,60,,https://img.pokemondb.net/sprites/sword-shield/icon/maractus.png
674,557,Dwebble,5,Common,Bug,Rock,325,50,65,85,35,35,55,,https://img.pokemondb.net/sprites/sword-shield/icon/dwebble.png
675,558,Crustle,5,Common,Bug,Rock,485,70,105,125,65,75,45,,https://img.pokemondb.net/sprites/sword-shield/icon/crustle.png
676,559,Scraggy,5,Common,Dark,Fighting,348,50,75,70,35,70,48,,https://img.pokemondb.net/sprites/sword-shield/icon/scraggy.png
677,560,Scrafty,5,Common,Dark,Fighting,488,65,90,115,45,115,58,,https://img.pokemondb.net/sprites/sword-shield/icon/scrafty.png
678,561,Sigilyph,5,Common,Psychic,Flying,490,72,58,80,103,80,97,,https://img.pokemondb.net/sprites/sword-shield/icon/sigilyph.png
679,562,Yamask,5,Common,Ghost,,303,38,30,85,55,65,30,,https://img.pokemondb.net/sprites/sword-shield/icon/yamask.png
680,562,Yamask,5,Common,Ground,Ghost,303,38,55,85,30,65,30,Galarian Yamask,https://img.pokemondb.net/sprites/sword-shield/icon/yamask-galarian.png
681,563,Cofagrigus,5,Common,Ghost,,483,58,50,145,95,105,30,,https://img.pokemondb.net/sprites/sword-shield/icon/cofagrigus.png
682,564,Tirtouga,5,Common,Water,Rock,355,54,78,103,53,45,22,,https://img.pokemondb.net/sprites/sword-shield/icon/tirtouga.png
683,565,Carracosta,5,Common,Water,Rock,495,74,108,133,83,65,32,,https://img.pokemondb.net/sprites/sword-shield/icon/carracosta.png
684,566,Archen,5,Common,Rock,Flying,401,55,112,45,74,45,70,,https://img.pokemondb.net/sprites/sword-shield/icon/archen.png
685,567,Archeops,5,Common,Rock,Flying,567,75,140,65,112,65,110,,https://img.pokemondb.net/sprites/sword-shield/icon/archeops.png
686,568,Trubbish,5,Common,Poison,,329,50,50,62,40,62,65,,https://img.pokemondb.net/sprites/sword-shield/icon/trubbish.png
687,569,Garbodor,5,Common,Poison,,474,80,95,82,60,82,75,,https://img.pokemondb.net/sprites/sword-shield/icon/garbodor.png
688,570,Zorua,5,Common,Dark,,330,40,65,40,80,40,65,,https://img.pokemondb.net/sprites/sword-shield/icon/zorua.png
689,570,Zorua,5,Common,Normal,Ghost,330,35,60,40,85,40,70,Hisuian Zorua,https://img.pokemondb.net/s.png
690,571,Zoroark,5,Common,Dark,,510,60,105,60,120,60,105,,https://img.pokemondb.net/sprites/sword-shield/icon/zoroark.png
691,571,Zoroark,5,Common,Normal,Ghost,510,55,100,60,125,60,110,Hisuian Zoroark,https://img.pokemondb.net/s.png
692,572,Minccino,5,Common,Normal,,300,55,50,40,40,40,75,,https://img.pokemondb.net/sprites/sword-shield/icon/minccino.png
693,573,Cinccino,5,Common,Normal,,470,75,95,60,65,60,115,,https://img.pokemondb.net/sprites/sword-shield/icon/cinccino.png
694,574,Gothita,5,Common,Psychic,,290,45,30,50,55,65,45,,https://img.pokemondb.net/sprites/sword-shield/icon/gothita.png
695,575,Gothorita,5,Common,Psychic,,390,60,45,70,75,85,55,,https://img.pokemondb.net/sprites/sword-shield/icon/gothorita.png
696,576,Gothitelle,5,Common,Psychic,,490,70,55,95,95,110,65,,https://img.pokemondb.net/sprites/sword-shield/icon/gothitelle.png
697,577,Solosis,5,Common,Psychic,,290,45,30,40,105,50,20,,https://img.pokemondb.net/sprites/sword-shield/icon/solosis.png
698,578,Duosion,5,Common,Psychic,,370,65,40,50,125,60,30,,https://img.pokemondb.net/sprites/sword-shield/icon/duosion.png
699,579,Reuniclus,5,Common,Psychic,,490,110,65,75,125,85,30,,https://img.pokemondb.net/sprites/sword-shield/icon/reuniclus.png
700,580,Ducklett,5,Common,Water,Flying,305,62,44,50,44,50,55,,https://img.pokemondb.net/sprites/sword-shield/icon/ducklett.png
701,581,Swanna,5,Common,Water,Flying,473,75,87,63,87,63,98,,https://img.pokemondb.net/sprites/sword-shield/icon/swanna.png
702,582,Vanillite,5,Common,Ice,,305,36,50,50,65,60,44,,https://img.pokemondb.net/sprites/sword-shield/icon/vanillite.png
703,583,Vanillish,5,Common,Ice,,395,51,65,65,80,75,59,,https://img.pokemondb.net/sprites/sword-shield/icon/vanillish.png
704,584,Vanilluxe,5,Common,Ice,,535,71,95,85,110,95,79,,https://img.pokemondb.net/sprites/sword-shield/icon/vanilluxe.png
705,585,Deerling,5,Common,Normal,Grass,335,60,60,50,40,50,75,,https://img.pokemondb.net/sprites/sword-shield/icon/deerling.png
706,586,Sawsbuck,5,Common,Normal,Grass,475,80,100,70,60,70,95,,https://img.pokemondb.net/sprites/sword-shield/icon/sawsbuck.png
707,587,Emolga,5,Common,Electric,Flying,428,55,75,60,75,60,103,,https://img.pokemondb.net/sprites/sword-shield/icon/emolga.png
708,588,Karrablast,5,Common,Bug,,315,50,75,45,40,45,60,,https://img.pokemondb.net/sprites/sword-shield/icon/karrablast.png
709,589,Escavalier,5,Common,Bug,Steel,495,70,135,105,60,105,20,,https://img.pokemondb.net/sprites/sword-shield/icon/escavalier.png
710,590,Foongus,5,Common,Grass,Poison,294,69,55,45,55,55,15,,https://img.pokemondb.net/sprites/sword-shield/icon/foongus.png
711,591,Amoonguss,5,Common,Grass,Poison,464,114,85,70,85,80,30,,https://img.pokemondb.net/sprites/sword-shield/icon/amoonguss.png
712,592,Frillish,5,Common,Water,Ghost,335,55,40,50,65,85,40,,https://img.pokemondb.net/sprites/sword-shield/icon/frillish.png
713,593,Jellicent,5,Common,Water,Ghost,480,100,60,70,85,105,60,,https://img.pokemondb.net/sprites/sword-shield/icon/jellicent.png
714,594,Alomomola,5,Common,Water,,470,165,75,80,40,45,65,,https://img.pokemondb.net/sprites/sword-shield/icon/alomomola.png
715,595,Joltik,5,Common,Bug,Electric,319,50,47,50,57,50,65,,https://img.pokemondb.net/sprites/sword-shield/icon/joltik.png
716,596,Galvantula,5,Common,Bug,Electric,472,70,77,60,97,60,108,,https://img.pokemondb.net/sprites/sword-shield/icon/galvantula.png
717,597,Ferroseed,5,Common,Grass,Steel,305,44,50,91,24,86,10,,https://img.pokemondb.net/sprites/sword-shield/icon/ferroseed.png
718,598,Ferrothorn,5,Common,Grass,Steel,489,74,94,131,54,116,20,,https://img.pokemondb.net/sprites/sword-shield/icon/ferrothorn.png
719,599,Klink,5,Common,Steel,,300,40,55,70,45,60,30,,https://img.pokemondb.net/sprites/sword-shield/icon/klink.png
720,600,Klang,5,Common,Steel,,440,60,80,95,70,85,50,,https://img.pokemondb.net/sprites/sword-shield/icon/klang.png
721,601,Klinklang,5,Common,Steel,,520,60,100,115,70,85,90,,https://img.pokemondb.net/sprites/sword-shield/icon/klinklang.png
722,602,Tynamo,5,Common,Electric,,275,35,55,40,45,40,60,,https://img.pokemondb.net/sprites/sword-shield/icon/tynamo.png
723,603,Eelektrik,5,Common,Electric,,405,65,85,70,75,70,40,,https://img.pokemondb.net/sprites/sword-shield/icon/eelektrik.png
724,604,Eelektross,5,Common,Electric,,515,85,115,80,105,80,50,,https://img.pokemondb.net/sprites/sword-shield/icon/eelektross.png
725,605,Elgyem,5,Common,Psychic,,335,55,55,55,85,55,30,,https://img.pokemondb.net/sprites/sword-shield/icon/elgyem.png
726,606,Beheeyem,5,Common,Psychic,,485,75,75,75,125,95,40,,https://img.pokemondb.net/sprites/sword-shield/icon/beheeyem.png
727,607,Litwick,5,Common,Ghost,Fire,275,50,30,55,65,55,20,,https://img.pokemondb.net/sprites/sword-shield/icon/litwick.png
728,608,Lampent,5,Common,Ghost,Fire,370,60,40,60,95,60,55,,https://img.pokemondb.net/sprites/sword-shield/icon/lampent.png
729,609,Chandelure,5,Common,Ghost,Fire,520,60,55,90,145,90,80,,https://img.pokemondb.net/sprites/sword-shield/icon/chandelure.png
730,610,Axew,5,Common,Dragon,,320,46,87,60,30,40,57,,https://img.pokemondb.net/sprites/sword-shield/icon/axew.png
731,611,Fraxure,5,Common,Dragon,,410,66,117,70,40,50,67,,https://img.pokemondb.net/sprites/sword-shield/icon/fraxure.png
732,612,Haxorus,5,Common,Dragon,,540,76,147,90,60,70,97,,https://img.pokemondb.net/sprites/sword-shield/icon/haxorus.png
733,613,Cubchoo,5,Common,Ice,,305,55,70,40,60,40,40,,https://img.pokemondb.net/sprites/sword-shield/icon/cubchoo.png
734,614,Beartic,5,Common,Ice,,505,95,130,80,70,80,50,,https://img.pokemondb.net/sprites/sword-shield/icon/beartic.png
735,615,Cryogonal,5,Common,Ice,,515,80,50,50,95,135,105,,https://img.pokemondb.net/sprites/sword-shield/icon/cryogonal.png
736,616,Shelmet,5,Common,Bug,,305,50,40,85,40,65,25,,https://img.pokemondb.net/sprites/sword-shield/icon/shelmet.png
737,617,Accelgor,5,Common,Bug,,495,80,70,40,100,60,145,,https://img.pokemondb.net/sprites/sword-shield/icon/accelgor.png
738,618,Stunfisk,5,Common,Ground,Electric,471,109,66,84,81,99,32,,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk.png
739,618,Stunfisk,5,Common,Ground,Steel,471,109,81,99,66,84,32,Galarian Stunfisk,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk-galarian.png
740,619,Mienfoo,5,Common,Fighting,,350,45,85,50,55,50,65,,https://img.pokemondb.net/sprites/sword-shield/icon/mienfoo.png
741,620,Mienshao,5,Common,Fighting,,510,65,125,60,95,60,105,,https://img.pokemondb.net/sprites/sword-shield/icon/mienshao.png
742,621,Druddigon,5,Common,Dragon,,485,77,120,90,60,90,48,,https://img.pokemondb.net/sprites/sword-shield/icon/druddigon.png
743,622,Golett,5,Common,Ground,Ghost,303,59,74,50,35,50,35,,https://img.pokemondb.net/sprites/sword-shield/icon/golett.png
744,623,Golurk,5,Common,Ground,Ghost,483,89,124,80,55,80,55,,https://img.pokemondb.net/sprites/sword-shield/icon/golurk.png
745,624,Pawniard,5,Common,Dark,Steel,340,45,85,70,40,40,60,,https://img.pokemondb.net/sprites/sword-shield/icon/pawniard.png
746,625,Bisharp,5,Common,Dark,Steel,490,65,125,100,60,70,70,,https://img.pokemondb.net/sprites/sword-shield/icon/bisharp.png
747,626,Bouffalant,5,Common,Normal,,490,95,110,95,40,95,55,,https://img.pokemondb.net/sprites/sword-shield/icon/bouffalant.png
748,627,Rufflet,5,Common,Normal,Flying,350,70,83,50,37,50,60,,https://img.pokemondb.net/sprites/sword-shield/icon/rufflet.png
749,628,Braviary,5,Common,Normal,Flying,510,100,123,75,57,75,80,,https://img.pokemondb.net/sprites/sword-shield/icon/braviary.png
750,628,Braviary,5,Common,Psychic,Flying,510,110,83,70,112,70,65,Hisuian Braviary,https://img.pokemondb.net/s.png
751,629,Vullaby,5,Common,Dark,Flying,370,70,55,75,45,65,60,,https://img.pokemondb.net/sprites/sword-shield/icon/vullaby.png
752,630,Mandibuzz,5,Common,Dark,Flying,510,110,65,105,55,95,80,,https://img.pokemondb.net/sprites/sword-shield/icon/mandibuzz.png
753,631,Heatmor,5,Common,Fire,,484,85,97,66,105,66,65,,https://img.pokemondb.net/sprites/sword-shield/icon/heatmor.png
754,632,Durant,5,Common,Bug,Steel,484,58,109,112,48,48,109,,https://img.pokemondb.net/sprites/sword-shield/icon/durant.png
755,633,Deino,5,Common,Dark,Dragon,300,52,65,50,45,50,38,,https://img.pokemondb.net/sprites/sword-shield/icon/deino.png
756,634,Zweilous,5,Common,Dark,Dragon,420,72,85,70,65,70,58,,https://img.pokemondb.net/sprites/sword-shield/icon/zweilous.png
757,635,Hydreigon,5,Common,Dark,Dragon,600,92,105,90,125,90,98,,https://img.pokemondb.net/sprites/sword-shield/icon/hydreigon.png
758,636,Larvesta,5,Common,Bug,Fire,360,55,85,55,50,55,60,,https://img.pokemondb.net/sprites/sword-shield/icon/larvesta.png
759,637,Volcarona,5,Common,Bug,Fire,550,85,60,65,135,105,100,,https://img.pokemondb.net/sprites/sword-shield/icon/volcarona.png
760,638,Cobalion,5,Legendary,Steel,Fighting,580,91,90,129,90,72,108,,https://img.pokemondb.net/sprites/sword-shield/icon/cobalion.png
761,639,Terrakion,5,Legendary,Rock,Fighting,580,91,129,90,72,90,108,,https://img.pokemondb.net/sprites/sword-shield/icon/terrakion.png
762,640,Virizion,5,Legendary,Grass,Fighting,580,91,90,72,90,129,108,,https://img.pokemondb.net/sprites/sword-shield/icon/virizion.png
763,641,Tornadus,5,Legendary,Flying,,580,79,115,70,125,80,111,Incarnate Forme,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-incarnate.png
764,641,Tornadus,5,Legendary,Flying,,580,79,100,80,110,90,121,Therian Forme,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-therian.png
765,642,Thundurus,5,Legendary,Electric,Flying,580,79,115,70,125,80,111,Incarnate Forme,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-incarnate.png
766,642,Thundurus,5,Legendary,Electric,Flying,580,79,105,70,145,80,101,Therian Forme,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-therian.png
767,643,Reshiram,5,Legendary,Dragon,Fire,680,100,120,100,150,120,90,,https://img.pokemondb.net/sprites/sword-shield/icon/reshiram.png
768,644,Zekrom,5,Legendary,Dragon,Electric,680,100,150,120,120,100,90,,https://img.pokemondb.net/sprites/sword-shield/icon/zekrom.png
769,645,Landorus,5,Legendary,Ground,Flying,600,89,125,90,115,80,101,Incarnate Forme,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-incarnate.png
770,645,Landorus,5,Legendary,Ground,Flying,600,89,145,90,105,80,91,Therian Forme,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-therian.png
771,646,Kyurem,5,Legendary,Dragon,Ice,660,125,130,90,130,90,95,,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem.png
772,646,Kyurem,5,Legendary,Dragon,Ice,700,125,170,100,120,90,95,Black Kyurem,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-black.png
773,646,Kyurem,5,Legendary,Dragon,Ice,700,125,120,90,170,100,95,White Kyurem,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-white.png
774,647,Keldeo,5,Mythical,Water,Fighting,580,91,72,90,129,90,108,Ordinary Form,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-ordinary.png
775,647,Keldeo,5,Mythical,Water,Fighting,580,91,72,90,129,90,108,Resolute Form,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-resolute.png
776,648,Meloetta,5,Mythical,Normal,Psychic,600,100,77,77,128,128,90,Aria Forme,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-aria.png
777,648,Meloetta,5,Mythical,Normal,Fighting,600,100,128,90,77,77,128,Pirouette Forme,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-pirouette.png
778,649,Genesect,5,Mythical,Bug,Steel,600,71,120,95,120,95,99,,https://img.pokemondb.net/sprites/sword-shield/icon/genesect.png
779,650,Chespin,6,Common,Grass,,313,56,61,65,48,45,38,,https://img.pokemondb.net/sprites/sword-shield/icon/chespin.png
780,651,Quilladin,6,Common,Grass,,405,61,78,95,56,58,57,,https://img.pokemondb.net/sprites/sword-shield/icon/quilladin.png
781,652,Chesnaught,6,Common,Grass,Fighting,530,88,107,122,74,75,64,,https://img.pokemondb.net/sprites/sword-shield/icon/chesnaught.png
782,653,Fennekin,6,Common,Fire,,307,40,45,40,62,60,60,,https://img.pokemondb.net/sprites/sword-shield/icon/fennekin.png
783,654,Braixen,6,Common,Fire,,409,59,59,58,90,70,73,,https://img.pokemondb.net/sprites/sword-shield/icon/braixen.png
784,655,Delphox,6,Common,Fire,Psychic,534,75,69,72,114,100,104,,https://img.pokemondb.net/sprites/sword-shield/icon/delphox.png
785,656,Froakie,6,Common,Water,,314,41,56,40,62,44,71,,https://img.pokemondb.net/sprites/sword-shield/icon/froakie.png
786,657,Frogadier,6,Common,Water,,405,54,63,52,83,56,97,,https://img.pokemondb.net/sprites/sword-shield/icon/frogadier.png
787,658,Greninja,6,Common,Water,Dark,530,72,95,67,103,71,122,,https://img.pokemondb.net/sprites/sword-shield/icon/greninja.png
788,658,Greninja,6,Common,Water,Dark,640,72,145,67,153,71,132,Ash-Greninja,https://img.pokemondb.net/sprites/sword-shield/icon/greninja-ash.png
789,659,Bunnelby,6,Common,Normal,,237,38,36,38,32,36,57,,https://img.pokemondb.net/sprites/sword-shield/icon/bunnelby.png
790,660,Diggersby,6,Common,Normal,Ground,423,85,56,77,50,77,78,,https://img.pokemondb.net/sprites/sword-shield/icon/diggersby.png
791,661,Fletchling,6,Common,Normal,Flying,278,45,50,43,40,38,62,,https://img.pokemondb.net/sprites/sword-shield/icon/fletchling.png
792,662,Fletchinder,6,Common,Fire,Flying,382,62,73,55,56,52,84,,https://img.pokemondb.net/sprites/sword-shield/icon/fletchinder.png
